id:text	text:text
493-1382196431	ZERO CHARISMA is out on iTunes! D&amp;D gamemaster needs to recruit new player, meets hipster nemesis. Funny, sweet nerd movie that won SXSW
494-1382196441	I gave @DJFrankieee +Kred influence in the SXSW VIP community http://t.co/hcdrH4VpAN
495-1382196444	Sxsw will be live !
496-1382196502	@HKGFM @AmericanAir Non-stop from HKG to DFW; You would have a layover before going to AUS! :):) and #SXSW :):)
497-1382196646	The Drums - "Let's Go Surfing" - SXSW 2010 Showcasing Artist http://t.co/h6Tu5l3kAI
498-1382196717	"Alien Abduction" - SXSW 2008 Showcasing Artists (The Linus Pauling Quartet)
499-1382196831	@Spredfast Ha! I'm still recovering too! But definitely pumped for sxsw!
500-1382197075	@MsMcelfish @mashable Im excited! It's nice to see someone at SXSW who's younger and made an impact cc @lenadunham
501-1382197083	#NEWS  @davidmartinezmu  #LL Music's #SXSW veteran  #1 locally in #Alternative #4 in ALL GENRES  #202 in THE US! http://t.co/d6PyH7RvFz
502-1382197262	Just registered for @sxsw, should be epic
503-1382197376	@SXSW_JUNK sorry for delay- the Vector fill special is all weekend. We ordered plenty of growlers so we should have them for a while.
504-1382197478	Depeche Mode - Barrel Of A Gun (Live at SXSW 2013) - #music #rt... http://t.co/uUuONJHqb9
505-1382197540	I love sxsw and truly thrive there but I care 0% about CMJ
506-1382197555	Caint wait till SXSW this year @DeniroFarrar @DeeJayTrap
507-1382197593	Lena Dunham leads the indie sensations set to keynote SXSW Film 2014 http://t.co/aCSUj2Vzup
508-1382197647	RT @DJZPAC3BWOIY: Currently explaining to @adorechels_ how to go to SXSW on a budget. Lol
509-1382197688	RT @partnered: Check out @partnered's documentary on branding, startups, and artists at this year's @SXSW festival in Austin! http://t.co/W…
510-1382197858	The Only 5 Reasons To Ever Use Open Source Democracies (Matthew Prince, CloudFlare)
511-1382198077	RT @linalovesit: I love sxsw and truly thrive there but I care 0% about CMJ
512-1382198152	SXSW 2014 Bands Announced: http://t.co/BiAWaq3gS6 via @craveonline
513-1382198155	Disrupting Democracy: Collaborative &amp; Digital Ads (Bill Simmons, ESPN)
514-1382198231	Houndmouth - Houston Train: UTOPiA Sessions SXSW 2012: http://t.co/dcvDshTH4g via @youtube
515-1382198367	Help bring @The_Bounceback to a theater near you! We loved it at @sxsw and we love @BryanLePoyser movies. http://t.co/s6vDADX2rv
516-1382198367	Almost that time of year http://t.co/qWqXCktGD1
517-1382198403	@itsNixi so, Lori is your mom?!? I saw you guys @ SXSW! http://t.co/A3S5W3KQfS
518-1382198432	Lena Dunham Will Keynote SXSW Next Year http://t.co/9YRuUYJN3S #Mashable
519-1382198491	Last year I signed up for SXSW so late that I had to go to their offices and demand a spot. Ended up with two 16 hour shifts................
520-1382198861	Lena Dunham Will Keynote #SXSW Next Year ! http://t.co/eW8S54lv8O  #GIRLS
521-1382199011	Can't wait until SXSW. It will be a LIFE MUSIC TAKEOVER!
522-1382199039	@YOUNGLYXX @L1LDebbie that's from sxsw isn't it?
523-1382199050	RT @b2me2biz: @RonFinleyHQ @Stupidgregg @sxsweco Dude, u had some rad one-liners: http://t.co/YPOKbgqyr2
524-1382199088	@ahtraddis during sxsw @EasyTigerATX  we sat at the picnic tables, had some delicious brats and brews &amp;  love that creek side vibe! #roar
525-1382199140	RT @DCkrantz: ZERO CHARISMA is out on iTunes! D&amp;D gamemaster needs to recruit new player, meets hipster nemesis. Funny, sweet nerd movie th…
526-1382199247	@DCkrantz thx for the 'shout-out and support!' @TribecaFilm @NerdistNews #ZeroCharisma #SXSW
527-1382199313	bmth is coming to sxsw next year yay :-))
528-1382199609	I gave @Socialolio +Kred influence in the SXSW VIP community http://t.co/3P5SwDAAVP
529-1382199629	SXSW Interactive unveils 2014 lineup — and it's a monster http://t.co/iAYdy48n6H via @MyABJ
530-1382199633	RT @KeepAustinWierd Doing another Move Your Startup to Austin for FREE! competition at @SXSW this year. Who wants to move? via @JoshuaBaer
531-1382199666	RT @NashvilleTixs: First round of bands of SXSW 2014 confirmed http://t.co/deO8znBidR
532-1382199727	Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/zMYkhtiXF8
533-1382199897	I gave @DanBlinman +Kred influence in the SXSW VIP community http://t.co/VeEJQA0rpO
534-1382199942	Yessssir RT @mirandalion: @YOUNGLYXX @L1LDebbie that's from sxsw isn't it?
535-1382199946	I gave @pfgregg +Kred influence in the SXSW VIP community http://t.co/3Qf6ZpTTsY
536-1382199958	Climate Wise Women gather at SXSW Eco to share personal accounts of how #climate change can empower unlikely heroes. http://t.co/ZWlC0Q38Fb
537-1382199965	I gave @andreunet +Kred influence in the SXSW VIP community http://t.co/0d3DcJaehg
538-1382199995	I gave @painspeaks +Kred influence in the SXSW VIP community http://t.co/bK4F7raHFl
539-1382200017	I wanna go to SXSW
540-1382200192	RT @Hugh_W_Forrest: Register for 2014 SXSW Interactive Festival before the end of day Fri, Oct 18 &amp; save $400 on the walk-up price. http://…
541-1382200455	RT @Connect4Climate: Climate Wise Women gather at SXSW Eco to share personal accounts of how #climate change can empower unlikely heroes. h…
542-1382200553	Lena Dunham and Jason Blum to Offer Keynotes at SXSW Fest http://t.co/2opKSuLfEk via @THR
543-1382200649	"How Search Works Truly" What Google Isn’t Saying http://t.co/JaWcNrKlAJ #seo #search #google #SXSW
544-1382200733	@xskwizitclothco hello! We know you via @TheRealRicucci @RisingTerra :) we'd love to see your line and hope to work w you! @sxsw
545-1382200843	RT @mashable: Lena Dunham Will Be a Keynote Speaker at SXSW 2014 http://t.co/L5T324WKHq
546-1382200850	A little work this morning for the #SXSW submission in a month and then the @RedSox #Saturday #motiongraphics #GoSox
547-1382200867	@RisingTerra @4HUMANITEEs we need some for @sxsw @Battfest etc!! Xo #LL
548-1382200918	@LadyLakeMusic @TheRealRicucci @RisingTerra @sxsw hey, most definitely! I appreciate the support &amp; check out the site http://t.co/PGxmWnUpey
549-1382201050	@xskwizitclothco @TheRealRicucci @RisingTerra @sxsw Certainly! Please meet @davidmartinezmu our @sxsw veteran performer #LL #Music
550-1382201128	RT @xskwizitclothco: @LadyLakeMusic @TheRealRicucci @RisingTerra @sxsw hey, most definitely! I appreciate the support &amp; check out the site …
551-1382201189	SXSW 2014 Pass Discounts Expire As Accelerator Startup Showcase Deadline ... - http://t.co/MoFZn0q2k2: SXSW 2014... http://t.co/LPiWzsD52K
552-1382201306	My tweets sound like @Doug2FreshGray  and my week in Austin for sxsw again.
553-1382201488	RT @CEOMUSIC1: HOT NEW #VIDEO#newmusic #kendricklamar ➛  http://t.co/JV9qRA3L44 RT #HOTTESTBARS #WALE  #BANGA  #WORLDSTARHIPHOP #SXSW
554-1382201515	Woot last free passes for music from @sonicbids at #sxsw #cmj http://t.co/W1TRVa79RX
555-1382201632	RT @LadyLakeMusic: @xskwizitclothco hello! We know you via @TheRealRicucci @RisingTerra :) we'd love to see your line and hope to work w yo…
556-1382202205	RT @LadyLakeMusic: @xskwizitclothco @TheRealRicucci @RisingTerra @sxsw Certainly! Please meet @davidmartinezmu our @sxsw veteran performer …
557-1382202244	caseyleephoto: city and colour // sxsw 2013 http://t.co/CpbacaKxOM caught city and colour playing at the stage… http://t.co/E2zLDAKXAD
558-1382202451	@LadyLakeMusic @RisingTerra @sxsw @Battfest love too
559-1382202458	@DougBenson Podcast recording w/cast + LA Premiere of Cheap Thrills at Vista Theatre on Monday! "http://t.co/WMranmcoHX"
560-1382202523	Greetings @sxsw from @4HUMANITEEs
561-1382202528	@shortcakeblaine Austin has a little thing during spring break called SXSW so I always have to pass :/
562-1382202550	RT @cinefamily: @DougBenson Podcast recording w/cast + LA Premiere of Cheap Thrills at Vista Theatre on Monday! "http://t.co/WMranmcoHX"
563-1382202563	the fact that next year might be the last year I can go to SXSW I'm
564-1382202735	pouring one out for Disco Doom, Geronimo!, MY DAD, and all the rest of the EIS fam that can't be in NY today. There's always SXSW fellas.
565-1382202755	RT @selenagomez: Major hair and duck lips happening in Austin #SXSW  http://t.co/t8d7micH3B
566-1382202813	@DamnDtae sxsw&gt;winter for sure. My ideal life is being day drunk and seeing awesome shows with friends. Fuck the real world lol.
567-1382202906	If there are any artists that want to perform at sxsw. Hit me up asap and I do mean asap
568-1382202910	@sxsw Music &amp; Film Interactive. March 7-16 '14  | Details @ http://t.co/r3FBVz1eRx
569-1382203194	Speaking SXSW into my future.
570-1382203224	Then speaking a good lineup into SXSW
571-1382203267	SXSW (@sxsw) announces first round of bands for 2014: http://t.co/7o302XYxmO // #AltSounds http://t.co/nZEOd4VKOZ
572-1382203277	Photo: The Runaways Premiere at the SXSW Film Festival | March 2010 http://t.co/ugA6AavDZd
573-1382203384	Documentary photography http://t.co/JAnBHUl66J
574-1382203387	Facebook Is Down! For Some People! (FB) http://t.co/wJaO2gf3Se
575-1382203418	Join @Hugh_W_Forrest Director of @SXSW Interactive at @Health20Houston Meetup this afternoon http://t.co/CdHI6pw6fW
576-1382203497	http://t.co/RABYsSVwMo | BLOG : CHECK OUT DJ LIL RON OF URBAN GORILLA DJS @ BAYOU LOUNGE AUSTIN TX. EVERY FRI.... http://t.co/84tfWXVpiH
577-1382203524	I gave @dmu8750 +Kred in the SXSW Film community http://t.co/p3unE718nB
578-1382203531	deadline for application is Nov 8 @ midnight, #tech #startups, don't forget to apply for @sxsw interactive! http://t.co/hhTmztAHC1
579-1382203608	who's going t sxsw day 2, i need someone to hang out withhh
580-1382203631	RT @IAmJohnSparks: @HKGFM @AmericanAir Non-stop from HKG to DFW; You would have a layover before going to AUS! :):) and #SXSW :):)
581-1382203635	Today Is Last Day For SXSW 2014 Pass Discount, Accelerator Startup Showcase Deadline Nears - hypebot http://t.co/eCprveKTQv
582-1382203640	6 more days until Dallas, 7 more days until SXSW Day 2.
583-1382203792	RT @JanetJackson: Prince performs JANET classic at #SXSW http://t.co/sQ9k2wdFX8 -Janet's Team
584-1382203801	RT @1djdrew: I wanna go to SXSW
585-1382204456	RT @Festival_Guide: SXSW Festival Daily News Paper is out! http://t.co/8h2g53fNzA ▸ Top stories today via @aineob @IHEARTCOMIX @allysencall…
586-1382204460	RT @syncni: #InvestNI is organising a Sectoral Trade Mission to the #SxSW Conference 2014! http://t.co/SLELHL38v2
587-1382204585	RT @Jose_Flores19: Oh how much i miss sxsw.  This was the lineup that day lol i only wanted to see zedd and timeflies 😻👾🔊 http://t.co/mTBHa…
588-1382204644	I just wanna go to Austin for SXSW for my birthday in March that's not to much to ask for right
589-1382204759	@tory took me by surprise too. many sxsw hangovers cured in that place.
590-1382205043	@chrisvisconti Aw no worries I totally understand! I'm not sure yet but I feel America'd out for the year hahaha no plans till SXSW
591-1382205668	RT @sosakobk: Caint wait till SXSW this year @DeniroFarrar @DeeJayTrap
592-1382205691	RT @sosakobk: Caint wait till SXSW this year @DeniroFarrar @DeeJayTrap -- TURNUH
593-1382206230	SXSW syndrome. Also, outrageous RT @paddycosgrave Now €729 /night Bewley's Hotel Ballsbridge #websummit, normally €69 http://t.co/o64turamfU
594-1382206308	@MinecraftTeachr I bought an EDU pass for SxSw but can't get to Austin until Thursday. Would like to donate to a teacher. Will b at Minecon
595-1382206330	RT @cindygallop: SXSW syndrome. Also, outrageous RT @paddycosgrave Now €729 /night Bewley's Hotel Ballsbridge #websummit, normally €69 http…
596-1382206620	@martyn2019 what was the name of that band from nj thats playing sxsw i was gonna check them out
597-1382207068	I cut my dreads off because SXSW made me realize how people fall victim of trends!
598-1382207121	Don't miss out 3:30 Panel: Combining Left &amp; Right Brain: How to Become a Filmmaker with Louis Black (Founder of SXSW) #hsdff
599-1382207141	SXSW. Weddings. West Coast. Islands. _______. I need a "it's lit" connect before I go broke.
600-1382207143	RT @altsoundsdotcom: SXSW (@sxsw) announces first round of bands for 2014: http://t.co/7o302XYxmO // #AltSounds http://t.co/nZEOd4VKOZ
601-1382207170	The digital media landscape never remains the same - will you change with it? http://t.co/8OgpwHOYba
602-1382207173	Video Summit Focuses on Hispanics http://t.co/MVJQCqD75b
603-1382207176	Here's A Map Of Time Warner's Huge North East Internet Outage http://t.co/fcswTF59op
604-1382207189	I just got some free music from @pastemagazine on @noisetrade. Download it here: http://t.co/QGaxrozLGi
605-1382207275	@ThePhatStartup panel has been chosen to present at #SXSW Congrats To @imjamesjlopez and @AnthonyFrasier and the team!
606-1382207303	➔ HOT NEW RELEASE!! ➔  http://t.co/kzVqlYF3D7 #IJUSWANNABALL #SUBSCRIBE #PLAYAFRESH  #RAPSONGS #HOTTRACK  #HNHH #SXSW #LILWAYNE  #BANGA    ➦
607-1382207304	I liked a @YouTube video http://t.co/zDk4FB5DfQ The xx full live set at Other Music &amp; Dig For Fire's SXSW Lawn Party
608-1382207628	RT @StockzillaOTOS: #TBT when I met l1ldebbie @ southbystockzilla #sxsw .. Nov 2 were performing in Houston! http://t.co/DeEMpPzO5K
609-1382207777	RT @playafreshworld: ➔ HOT NEW RELEASE!! ➔  http://t.co/kzVqlYF3D7 #IJUSWANNABALL #SUBSCRIBE #PLAYAFRESH  #RAPSONGS #HOTTRACK  #HNHH #SXSW …
610-1382207788	RT @CEOMUSIC1: PRESS PLAY TO SEE A HOT NEW VIDEO!!#goodmusic #bitchdontkillmyviberemix ➲   #viral #BESTRAPPERALIVE #WALE  #DATPIFF  #RAPSON…
611-1382208145	how many Toronto hip hop artists submitted to perform at SXSW next year?
612-1382208263	✔ HOT NEW #VIDEO ✔  http://t.co/kzVqlYF3D7 #WEBALLIN #LISTEN #PLAYAFRESH  #RAPSONGS #SXSW  #VLADTV #SXSW #CHIEFKEEF  #BANGA    ➤
613-1382208320	May I borrow $1300 for two #sxsw #musicfestival wristbands? Thanks!
614-1382208343	@lovesecksriot Yupp! I always go to SXSW
615-1382208344	Lena Dunham will be #SXSW's keynote speaker next year: http://t.co/zFkj1vfinn
616-1382208508	➫ #NEWVIDEO ➤  http://t.co/do4Fogv6Ek #WEBALLIN #HARLEMSHAKE #PLAYAFRESH  #RAPSONGS   #RAPSONGS SXSW #KEVINHART  #DATPIFF    ➙
617-1382208566	Austinites, rejoice. @homeaway now offers Pay Per Booking listings.  Great for SXSW, ACL, and F1 rentals! https://t.co/IDds5X2eRQ
618-1382208625	RT @TrepLaw: SXSW 2014 Pass Discounts Expire As Accelerator Startup Showcase Deadline ... - http://t.co/MoFZn0q2k2: SXSW 2014... http://t.c…
619-1382208664	I'm getting old.. This 12-year-old kid learned to code on Codecademy, built 5 apps, and is speaking at SXSW  http://t.co/wcKanXmUUn
620-1382208813	RT @SizzleWTB_idgaf: RT @sosakobk: Caint wait till SXSW this year @DeniroFarrar @DeeJayTrap -- TURNUH
621-1382209029	I liked a @YouTube video http://t.co/lKNjz3mymS The Drums - "Let's Go Surfing" - SXSW 2010 Showcasing Artist
622-1382209127	sxsw 3 of 4 goes down tonight at 8pm at the flat. Free beer for those who like that kinda thing
623-1382209152	Just signed the agreement to speak at #SXSW in March...should be fun!
624-1382209510	@JessicaEWhite I was just trading hangover stories with friends. Do you still have that struggle picture you took of me at SXSW?
625-1382209649	If you been to our SXSW, Boston and NYC shows.... If you miss the Toronto show, there was no point coming to those shows.
626-1382209780	@tommyhubs @MediaOne_Live @VilasEnt @jeremytraub @jayolivier @RenegadeProdCo @AbbottMediaProd @sxsw lots of video work during #SXSW !
627-1382209928	RT @filmwax: Help bring @The_Bounceback to a theater near you! We loved it at @sxsw and we love @BryanLePoyser movies. http://t.co/s6vDADX2…
628-1382209982	Fab talking w/ Hugh Forrest &amp; CM Gonzalez today in H-town about wearable tech,#SXSW,  #TechStreet Houston event on 11/20 @ GRBCC
629-1382210005	I remember when val and I picked up an angel at SXSW
630-1382210205	@ItsAll_Bueno for sure babe I'll be out in tx again soon for sxsw!
631-1382210258	Did anyone spot the @LWLies' 2012 @SXSW bag a cameo appearance near the end of Enough Said? http://t.co/84GmzGduGb
632-1382210268	RT @realjjewels: SXSW 2014: Inspiration is Headed Your Way | JewelsE Inc http://t.co/TxGkSKrQsx via @realjjewels
633-1382210273	RT @darcydoran: Did anyone spot the @LWLies' 2012 @SXSW bag a cameo appearance near the end of Enough Said? http://t.co/84GmzGduGb
634-1382210332	RT @JustinaMusic: @ItsAll_Bueno for sure babe I'll be out in tx again soon for sxsw!
635-1382210395	➾ THE FLOW IS SO COLD!! ➮  http://t.co/agFwHUoBsZ #IJUSWANNABALL #SUBSCRIBE #PLAYAFRESH  #RAPSONGS #SXSW  #WSHH #SXSW #WALE  #DATPIFF    ➤
636-1382210710	➙ BLAZIN NEW SINGLE ➼  http://t.co/kzVqlYF3D7 #IJUSWANNABALL #SHARE #PLAYAFRESH  #HOTNEWHIPHOP SXSW  #NEWHIPHOP  #WALE  #MMINC    ➙
637-1382210750	RT @playafreshworld: ➙ BLAZIN NEW SINGLE ➼  http://t.co/kzVqlYF3D7 #IJUSWANNABALL #SHARE #PLAYAFRESH  #HOTNEWHIPHOP SXSW  #NEWHIPHOP  #WALE…
638-1382210895	RT @jeffspane: How cool is this? “@IEEESA: IEEE unveils its co-curated lineup of keynote and featured speakers for the 2014 #SXSW http://t.…
639-1382210988	Which is why people from everywhere love SxSW so much...
640-1382211056	➢ #NEWVIDEO ✔  http://t.co/MBWSja20mj #PUTMEINTHEGAME #SHARE #PLAYAFRESH  #NEWHIPHOP NOW PLAYING  #WSHH #SXSW #FUTURE  #MIXTAPES    ➦
641-1382211091	@citipeakpromoti Lena Dunham Will Keynote SXSW Next Year http://t.co/Dku00DjntB
642-1382211092	#strategymatters Lena Dunham Will Keynote SXSW Next Year http://t.co/g9qVyXwyNQ
643-1382211206	RT @4HUMANITEEs: @LadyLakeMusic @RisingTerra @sxsw @Battfest love too
644-1382211219	RT @LadyLakeMusic: @RisingTerra @4HUMANITEEs we need some for @sxsw @Battfest etc!! Xo #LL
645-1382211248	2 Weeks Left For SXSW Experience Early Bird | Into the Noise http://t.co/myWnzTibzZ
646-1382211251	RT @BrendanLLM: how many Toronto hip hop artists submitted to perform at SXSW next year?
647-1382211320	We So SxSW
648-1382211398	Thank you to @seriouslykyla for showing me around Austin last night. But we didn't see any homeless person WiFi hotspots! #SXSW
649-1382211410	RT @_kimrandall: Lena Dunham Will Keynote SXSW Next Year http://t.co/7jsPcC8zDD
650-1382211460	confirmed for sxsw 2014! extremely excited for my first flatstock
651-1382211684	➼ HOT NEW #VIDEO ➤  http://t.co/EUxv4lXpSn #WEBALLIN #SHARE #PLAYAFRESH  #NEWRAPPERS #HOTTRACK  #NEWRAPPERS SXSW #WALE  #NEWARTIST    ➔
652-1382211782	WhoMadeWho - "Keep Me In My Plane" - SXSW 2010 Showcasing Artist: http://t.co/eEIUxQBTeK @youtube aracılığıyla
653-1382211863	people talk about sxsw boyfriends but i feel like i've had a million cmj boyfriends this week
654-1382211927	➼ THIS SHIT HOTTTT!! ➫  http://t.co/EUxv4lXpSn #PUTMEINTHEGAME #SHARE #PLAYAFRESH  #NEWRAPPERS   #BESTLYRICS SXSW #LILWAYNE  #NEWARTIST    ➼
655-1382211948	RT @playafreshworld: ➼ THIS SHIT HOTTTT!! ➫  http://t.co/EUxv4lXpSn #PUTMEINTHEGAME #SHARE #PLAYAFRESH  #NEWRAPPERS   #BESTLYRICS SXSW #LIL…
656-1382211989	Lena Dunham Will Keynote SXSW Next Year http://t.co/ZQdP1sznck
657-1382211989	Interesting stuff: Lena Dunham Will Keynote SXSW Next Year http://t.co/mWYBI4sXor
658-1382212221	Neon Trees - 7th Street Interview (VEVO @ SXSW) - #music #rt #fav #ff http://t.co/sleTWg9K3B
659-1382212280	RT @GlennMessagePet: @ThePhatStartup panel has been chosen to present at #SXSW Congrats To @imjamesjlopez and @AnthonyFrasier and the team!
660-1382212291	The SXSW Edition - http://t.co/zC7oVCCrIX - @SamUiLLbc @king_gi @MarkSpits16 @BillySyn @_XEL @JCHAMP619 @Rizzo214 @JayOh_Watches @TheAlsace
661-1382212463	I had to jump to dap him at SXSW RT @SheSeauxSaditty: @ChefWaites is super tall.
662-1382212482	yeah, baqpak is on the Austin A-List (#atxalister) for SXSW to recognize innovative, scaleable Austin startups. &lt;3 &lt;3 http://t.co/myeP7DCyfA
663-1382212564	I gave @StevenKrohn +Kred in SXSW VIP community influence http://t.co/5vf3GWv2Ry
664-1382212728	Want to throw up?? Just look at the SXSW lineup for 2014 ! ! ! #no  https://t.co/L6tu9cevcg
665-1382212780	Good afternoon SXSW. Currently: clear. Evening forecast: 57-62°F with a low chance for rain. 10/19/13 3:00 PM CST. by #Nooly
666-1382212828	Go to Sundance or SXSW w/ @ITNintothenoise &amp; digest culture in Christian community. Better yet, go on a scholarship: http://t.co/FDFq7Qpng7
667-1382212960	SXSW 2014 will be dope
668-1382212972	Definitely going to plan to go to SxSW 2014 -&gt; Lena Dunham Among SXSW's First Batch of Announced Keynotes and Panels http://t.co/Zv2upmCoPD
669-1382213029	➦ #NEWVIDEO ➢  http://t.co/2I60kmvNKE #IJUSWANNABALL #SUBSCRIBE #PLAYAFRESH  #NEWHIPHOP   #NEWRAPPERS #SXSW #TPAIN  #MMINC    ➙
670-1382213099	#SXSW V2Venture: #MediCast: http://t.co/uIzTtDNc0S
671-1382213149	➾ THIS SHIT HOTTTT!! ➦  http://t.co/kzVqlYF3D7 #WEBALLIN #LISTEN #PLAYAFRESH  #HNHH SXSW  #VLADTV #NEWMUSIC #CHIEFKEEF  #BANGA    ➔
672-1382213385	➾ HOT NEW #VIDEO ➫  http://t.co/WhvAWy9liF #WEBALLIN #SHARE #PLAYAFRESH  #NEWRAPPERS #SXSW  #HOTTESTMCS NOW PLAYING #WALE  #DATPIFF    ➢
673-1382213462	RT @playafreshworld: ➾ HOT NEW #VIDEO ➫  http://t.co/WhvAWy9liF #WEBALLIN #SHARE #PLAYAFRESH  #NEWRAPPERS #SXSW  #HOTTESTMCS NOW PLAYING #W…
674-1382213712	@jerel_ramirez you goin to sxsw?
675-1382213738	@christine_tsai @davemcclure @500Startups Is @andre eligible for @appstack basketball tourney at SXSW?
676-1382213787	I need @itsbakko here..can't wait for sxsw http://t.co/O4TXW0buUW
677-1382214005	➼ U GOTTA SEE THIS VIDEO!! ➼  http://t.co/IYxtqMzpDg #WEBALLIN #LISTEN #PLAYAFRESH  #BESTLYRICS   #HOTTESTMCS #SXSW #RICKROSS  #DATPIFF    ➲
678-1382214020	@Trafficboutique My G, what you got shaking for SXSW in  '14?
679-1382214105	One of your goals should be to hit up the music festivals next year particularly SXSW. Hopefully, you can perform at a promoter thrown event
680-1382214112	➮ BLAZIN NEW SINGLE ➤  http://t.co/WhvAWy9liF #IJUSWANNABALL #SHARE #PLAYAFRESH  #VLADTV SXSW  #WSHH  #BIGSEAN  #NEWARTIST    ➦
681-1382214175	"@EllenPage: #haim #theeast #vampireweekend #sxsw http://t.co/S3BGlZp8Z1" Danielle that's no kosher
682-1382214186	Depression kicks in every time I look at pictures from SXSW or I see old wristbands 😰
683-1382214244	"@EllenPage: East and haim partying down sxsw @britmarling @z_al http://t.co/ajWp5gbAHP" I wanna be that can
684-1382214287	Check out Royal Canoe on @SPINmagazine's #sxsw must list :  http://t.co/EyJ0pFt9Yn #mbmusic @royalcanoe
685-1382214318	"Won't Let It Go" - SXSW 2008 Showcasing Artists (Right on Dynamite)
686-1382214395	@snakehipsuk come to sxsw next year in austin :3
687-1382214409	Can't wait for @sxsw next year!!!
688-1382214610	8 Digital Media: Stephanie's Music Video Animatic (Student Work) (Video) http://t.co/zAr92FDLuX
689-1382214610	Revlon South Africa and Moving Tactics collaborate on in-store digital media makeover http://t.co/57L3e4JjHW
690-1382214612	The FSF's Zak Rogoff to speak at the Third Digital Media Conference http://t.co/VLMRIvOPIl
691-1382214620	I missed the SXSW traffic memo in October. 😠
692-1382214842	➙ BEST VIDEO OF THE DAY ➦  http://t.co/EGa9Ms8jeO #WEBALLIN #SHARE #PLAYAFRESH  #HNHH SXSW  #HOTTESTMCS SXSW #CASHOUT  #DATPIFF    ➮
693-1382214886	I'm so ready for SXSW !
694-1382214952	RT @playafreshworld: ➙ BEST VIDEO OF THE DAY ➦  http://t.co/EGa9Ms8jeO #WEBALLIN #SHARE #PLAYAFRESH  #HNHH SXSW  #HOTTESTMCS SXSW #CASHOUT …
695-1382215087	➲ #NEWVIDEO ➦  http://t.co/kzVqlYF3D7 #WEBALLIN #SHARE #PLAYAFRESH  #BESTLYRICS NOW PLAYING  #UNSIGNEDHYPE #SXSW #CASHOUT  #MMINC    ➤
696-1382215139	@nchan SXSW is great, what badge will you have?
697-1382215469	➤ #NEWVIDEO ➼  http://t.co/oHXk1OQ11w #IJUSWANNABALL #LISTEN #PLAYAFRESH  #BESTLYRICS   #HOTNEWHIPHOP #SXSW #LILWAYNE  #NEWARTIST    ➫
698-1382215470	RT @Zulaband: sxsw 3 of 4 goes down tonight at 8pm at the flat. Free beer for those who like that kinda thing
699-1382215661	RT @BongsBunny: I'm so ready for SXSW !
700-1382215963	“@BongsBunny: I'm so ready for SXSW !” !!!!!
701-1382216287	RT @Chldrenofthesky: #CHECKITOUT Watch " @SXSW @NEPHEWFROMTHEGO ft. @WRECKWREGULAR PERFORMANCE SONY/MTV W_W" on YouTube - https://t.co/2Pue…
702-1382216442	Confusing sxsw and cmj. Same thing? @ The Knitting Factory http://t.co/jzuGKE0iCN
703-1382216590	RT @MTV_CandyWarhol: I need @itsbakko here..can't wait for sxsw http://t.co/O4TXW0buUW
704-1382216983	SXSW Eco Volunteer party (@ American Legion) http://t.co/RXwFFeZEMu
705-1382217007	SXSW Music Announces First Round Of Showcases! http://t.co/2spE9Z71lb
706-1382217129	@Aanethj_ is he coming for SXSW?
707-1382217234	Sxsw next year
708-1382217632	Love this SxSW title.
709-1382217914	need to get to sxsw this year
710-1382217978	And with that - my conference schedule for 2013 is DONE! Next up: SXSW 2014.
711-1382218003	WHAT. Lena Dunham Will Keynote SXSW Next Year http://t.co/iCP0u0HnPz via @mashable #j70 #drakesocial
712-1382218328	Goodbyes http://t.co/mxifLuyyxN
713-1382218329	How the new Google+ terms of service affect your privacy and how to opt out http://t.co/TXPxPdnWUv
714-1382218330	What is Digital Media? (And 5 Reasons It Matters to Every Business…Including Yours) http://t.co/6G08X46iUQ
715-1382218331	Evernote CEO on how company was saved at eleventh hour http://t.co/5IueGoPGEY
716-1382218332	Take An Office Tour Of 'Grand Theft Auto V''s Genius Facebook Parody, Life Invader http://t.co/zm48lG4K0C
717-1382218332	Baku Celebrates 600 Day Countdown to First European Games http://t.co/2ePBPAe6Wb
718-1382218374	@davidegreenwald yeah man @SouthwestAir is the only way to fly to #sxsw imo
719-1382218404	RT @HuffingtonPost: What to expect at 2014 SXSW http://t.co/mqbwYCBjZP
720-1382218406	I just backed Devil In Drag - New Album, Video and SXSW Fundraiser on @Kickstarter http://t.co/l7ceZlsWzS
721-1382218497	Unfollow users that don't follow back -- http://t.co/ei4O5rbpRb cc #socialmedia #sxsw #marketing
722-1382218516	RT @StMillie: need to get to sxsw this year
723-1382218690	➢ HOT NEW RELEASE!! ➼  http://t.co/NXn6sU6zTZ #PUTMEINTHEGAME #SUBSCRIBE #PLAYAFRESH  #NEWHIPHOP   #WSHH #SXSW #T.I.  #MIXTAPES    ➤
724-1382218718	Just made my @sxsw plans, see you there in March 2014!
725-1382218937	➤ #NEWVIDEO ➢  http://t.co/NXn6sU6zTZ #WEBALLIN #LISTEN #PLAYAFRESH  #NEWRAPPERS #HOTTRACK  #WORLDSTARHIPHOP #SXSW #BIGSEAN  #DATPIFF    ➙
726-1382218958	Everyone seems to be coming out of the woodwork to announce this, so I'd like to say that I too will be at SXSW. To see free shows.
727-1382219122	Let's go “@eleven8: anyone wanna give me some money to organize a dope ass SXSW showcase for u, i'm down. My track record is incredible.”
728-1382219166	RT @eleven8: SXSW is legit around the corner. Sheesh!
